time,transmission,error
1.6e-06,0.0071,0.32000000000000006
3.2e-06,-0.0095,0.4
4.8e-06,0.0029000000000000007,0.32000000000000006
6.4e-06,-0.0060999999999999995,0.32000000000000006
8e-06,0.00030000000000000035,0.32000000000000006
9.6e-06,-0.0006999999999999997,0.32000000000000006
1.12e-05,-0.0023,0.32000000000000006
1.28e-05,-0.0002999999999999995,0.32000000000000006
1.44e-05,-0.0040999999999999995,0.32000000000000006
1.6e-05,0.0035000000000000005,0.32000000000000006
1.76e-05,-0.0063,0.32000000000000006
1.92e-05,0.006500000000000001,0.32000000000000006
2.0799999999999997e-05,-0.0057,0.32000000000000006
2.2399999999999996e-05,0.004900000000000001,0.32000000000000006
2.4e-05,-0.0049,0.32000000000000006
2.56e-05,0.0045000000000000005,0.32000000000000006
2.7199999999999997e-05,-0.0060999999999999995,0.32000000000000006
2.8799999999999995e-05,0.005500000000000001,0.32000000000000006
3.04e-05,-0.0063,0.32000000000000006
3.2e-05,0.0031000000000000003,0.32000000000000006
3.36e-05,-0.006699999999999999,0.32000000000000006
3.5199999999999995e-05,0.0057,0.32000000000000006
3.68e-05,-0.0081,0.32000000000000006
3.84e-05,0.006500000000000001,0.32000000000000006
3.9999999999999996e-05,-0.0089,0.32000000000000006
4.1599999999999995e-05,0.006700000000000001,0.32000000000000006
4.319999999999999e-05,-0.0071,0.32000000000000006
4.48e-05,0.0025000000000000005,0.32000000000000006
4.6399999999999996e-05,-0.006500000000000001,0.32000000000000006
4.7999999999999994e-05,0.0019000000000000006,0.32000000000000006
4.96e-05,-0.0040999999999999995,0.32000000000000006
5.12e-05,-0.0018999999999999998,0.32000000000000006
5.2799999999999996e-05,0.002300000000000001,0.32000000000000006
5.4399999999999994e-05,-0.0049,0.32000000000000006
5.599999999999999e-05,0.0031000000000000003,0.32000000000000006
5.76e-05,-0.0053,0.32000000000000006
5.9199999999999996e-05,0.0045000000000000005,0.32000000000000006
6.0799999999999994e-05,-0.0075,0.32000000000000006
6.24e-05,0.003300000000000001,0.32000000000000006
6.4e-05,-0.0040999999999999995,0.32000000000000006
6.56e-05,0.0041,0.32000000000000006
6.72e-05,-0.0055,0.32000000000000006
6.879999999999999e-05,0.004900000000000001,0.32000000000000006
7.039999999999999e-05,-0.006500000000000001,0.32000000000000006
7.2e-05,0.0047,0.32000000000000006
7.36e-05,-0.006500000000000001,0.32000000000000006
7.52e-05,0.006100000000000001,0.32000000000000006
7.68e-05,-0.0097,0.32000000000000006
7.84e-05,0.006700000000000001,0.32000000000000006
7.999999999999999e-05,-0.010100000000000001,0.32000000000000006
8.159999999999999e-05,0.005500000000000001,0.32000000000000006
8.319999999999999e-05,-0.0060999999999999995,0.32000000000000006
8.479999999999999e-05,0.0069,0.32000000000000006
8.64e-05,-0.0031,0.32000000000000006
8.8e-05,0.0015000000000000005,0.32000000000000006
8.96e-05,-0.0014999999999999998,0.32000000000000006
9.12e-05,-0.0040999999999999995,0.32000000000000006
9.279999999999999e-05,0.0009000000000000002,0.32000000000000006
9.439999999999999e-05,-0.0051,0.32000000000000006
9.599999999999999e-05,0.0031000000000000003,0.32000000000000006
9.76e-05,-0.0057,0.32000000000000006
9.92e-05,0.006500000000000001,0.32000000000000006
0.0001008,-0.006699999999999999,0.32000000000000006
0.0001024,0.0057,0.32000000000000006
0.000104,-0.0069,0.32000000000000006
0.00010559999999999999,0.006500000000000001,0.32000000000000006
0.00010719999999999999,-0.0045,0.32000000000000006
0.00010879999999999999,0.004900000000000001,0.32000000000000006
0.00011039999999999999,-0.0059,0.32000000000000006
0.000112,0.006500000000000001,0.32000000000000006
0.0001136,-0.0069,0.32000000000000006
0.0001152,0.0045000000000000005,0.32000000000000006
0.00011679999999999999,-0.0093,0.32000000000000006
0.00011839999999999999,0.0069,0.32000000000000006
0.00011999999999999999,-0.0097,0.32000000000000006
0.00012159999999999999,0.004900000000000001,0.32000000000000006
0.0001232,-0.0071,0.32000000000000006
0.0001248,0.0037,0.32000000000000006
0.0001264,-0.006500000000000001,0.32000000000000006
0.000128,0.0005000000000000004,0.32000000000000006
0.0001296,-0.0047,0.32000000000000006
0.00013120000000000002,-0.0004999999999999996,0.4
0.0001328,0.0019000000000000006,0.32000000000000006
0.00013440000000000001,-0.006500000000000001,0.24
0.000136,0.0031000000000000003,0.32000000000000006
0.0001376,-0.006500000000000001,0.32000000000000006
0.0001392,0.004900000000000001,0.32000000000000006
0.0001408,-0.006699999999999999,0.32000000000000006
0.00014240000000000002,0.0035000000000000005,0.32000000000000006
0.000144,-0.0051,0.32000000000000006
0.00014560000000000002,0.0051,0.32000000000000006
0.0001472,-0.0055,0.32000000000000006
0.0001488,0.0035000000000000005,0.32000000000000006
0.0001504,-0.0057,0.32000000000000006
0.000152,0.0035000000000000005,0.32000000000000006
0.0001536,-0.0071,0.32000000000000006
0.0001552,0.005300000000000001,0.32000000000000006
0.00015680000000000002,-0.0071,0.32000000000000006
0.0001584,0.0083,0.32000000000000006
0.00016,-0.0097,0.32000000000000006
0.0001616,0.005900000000000001,0.32000000000000006
0.0001632,-0.0087,0.32000000000000006
0.0001648,0.004300000000000001,0.32000000000000006
0.0001664,-0.0051,0.24
0.000168,0.00010000000000000026,0.32000000000000006
0.0001696,-0.0049,0.32000000000000006
0.00017120000000000001,-0.0006999999999999997,0.32000000000000006
0.0001728,0.0025000000000000005,0.32000000000000006
0.0001744,-0.0049,0.32000000000000006
0.000176,0.005500000000000001,0.32000000000000006
0.0001776,-0.0069,0.32000000000000006
0.0001792,0.0029000000000000007,0.32000000000000006
0.0001808,-0.0069,0.32000000000000006
0.00018240000000000002,0.005900000000000001,0.32000000000000006
0.000184,-0.006500000000000001,0.32000000000000006
0.0001856,0.004900000000000001,0.24
0.0001872,-0.0059,0.32000000000000006
0.0001888,0.005500000000000001,0.32000000000000006
0.0001904,-0.0049,0.32000000000000006
0.000192,0.0051,0.32000000000000006
0.00019360000000000002,-0.0081,0.32000000000000006
0.0001952,0.005900000000000001,0.32000000000000006
0.0001968,-0.0081,0.32000000000000006
0.0001984,0.006100000000000001,0.32000000000000006
0.0002,-0.0103,0.32000000000000006
0.0002016,0.0057,0.24
0.0002032,-0.0081,0.32000000000000006
0.0002048,0.004900000000000001,0.32000000000000006
0.0002064,-0.0043,0.32000000000000006
0.00020800000000000001,0.0025000000000000005,0.32000000000000006
0.0002096,-0.0024999999999999996,0.32000000000000006
0.0002112,-0.0034999999999999996,0.32000000000000006
0.0002128,0.0011000000000000003,0.32000000000000006
0.0002144,-0.0055,0.32000000000000006
0.000216,0.0029000000000000007,0.32000000000000006
0.0002176,-0.0073,0.32000000000000006
0.0002192,0.003300000000000001,0.32000000000000006
0.0002208,-0.0079,0.32000000000000006
0.0002224,0.004900000000000001,0.32000000000000006
0.000224,-0.0063,0.32000000000000006
0.0002256,0.0041,0.32000000000000006
0.0002272,-0.0051,0.32000000000000006
0.0002288,0.0035000000000000005,0.32000000000000006
0.0002304,-0.0057,0.32000000000000006
0.000232,0.0045000000000000005,0.32000000000000006
