t_s,pzt,transmission,error
0.0,-0.5,0.03428274381116377,-0.01888426459527117
0.0005002501250625312,-0.49949974987493745,0.041820989662400186,-0.020657040930473165
0.0010005002501250625,-0.49899949974987495,0.03438667423173687,-0.029638502231106933
0.0015007503751875938,-0.4984992496248124,0.04692593025293498,-0.008137038837905737
0.002001000500250125,-0.49799899949974985,0.03673405335604338,-0.05027136848556064
0.0025012506253126563,-0.49749874937468735,0.0569759752960397,-0.0010064477029073302
0.0030015007503751876,-0.4969984992496248,0.04817544180742561,-0.02105933005175811
0.003501750875437719,-0.4964982491245623,0.03688688590061543,-0.0398752717226709
0.00400200100050025,-0.49599799899949976,0.024816444762967373,-0.015547435783884421
0.004502251125562781,-0.4954977488744372,0.053501498104235226,-0.028458683233603132
0.0050025012506253125,-0.4949974987493747,0.03729916606818831,-0.016562677702015933
0.005502751375687844,-0.49449724862431216,0.03819917385604775,-0.029900350160079293
0.006003001500750375,-0.4939969984992496,0.04355820469788198,-0.006043303501023594
0.0065032516258129065,-0.4934967483741871,0.040051213479868765,-0.012569958407571276
0.007003501750875438,-0.49299649824912456,0.03760422996249647,-0.014045174373564815
0.007503751875937969,-0.492496248124062,0.0385051958427612,-0.01904899680364886
0.0080040020010005,-0.4919959979989995,0.032529023949245894,-0.04206594238737449
0.008504252126063032,-0.49149574787393696,0.03803196780240761,-0.02339622903833453
0.009004502251125562,-0.4909954977488744,0.04838876514695937,-0.027823266837901366
0.009504752376188095,-0.4904952476238119,0.02568841302602947,-0.03439591210918271
0.010005002501250625,-0.48999499749874936,0.04676412151735762,-0.01741922505099924
0.010505252626313157,-0.48949474737368687,0.03919010117551953,-0.03382329322455111
0.011005502751375688,-0.4889944972486243,0.0348541192117914,-0.012991021151114317
0.01150575287643822,-0.48849424712356176,0.03897578872666532,-0.010954401747064448
0.01200600300150075,-0.48799399699849927,0.043554967820643505,-0.017201764448575393
0.01250625312656328,-0.4874937468734367,0.04959884574217942,-0.03145801894934135
0.013006503251625813,-0.48699349674837417,0.03452297284264966,-0.023974984969552016
0.013506753376688344,-0.48649324662331167,0.04865400249425031,-0.003453493793801469
0.014007003501750876,-0.4859929964982491,0.03882205808550939,-0.014123206862699836
0.014507253626813406,-0.48549274637318657,0.05906399568422269,-0.04250682624811651
0.015007503751875938,-0.48499249624812407,0.03904656379053295,-0.009295789391181569
0.015507753876938469,-0.4844922461230615,0.03167589649098604,-0.022239566927782606
0.016008004002001,-0.483991995997999,0.04741401521306083,-0.02138850879395316
0.016508254127063533,-0.4834917458729365,0.03998193709339806,-0.01979885375510779
0.017008504252126064,-0.4829914957478739,0.035255732051507546,-0.009479870921122496
0.017508754377188594,-0.4824912456228114,0.035320868181590886,-0.010329934589198725
0.018009004502251125,-0.4819909954977489,0.03655418686961807,-0.02494934643091859
0.018509254627313655,-0.4814907453726863,0.04406366624728321,-0.003366271085160513
0.01900950475237619,-0.48099049524762383,0.04231616549100581,0.00012991294632251106
0.01950975487743872,-0.4804902451225613,0.04379493645527072,-0.023377903215539744
0.02001000500250125,-0.4799899949974987,0.030142519088597,-0.013986576518546234
0.02051025512756378,-0.47948974487243623,0.03526207546198567,-0.028226521630741522
0.021010505252626314,-0.4789894947473737,0.029387414212438193,-0.029329073567393102
0.021510755377688845,-0.4784892446223111,0.04387017858354965,-0.013387215047884968
0.022011005502751375,-0.47798899449724863,0.045630144717337846,-0.008164998225319516
0.022511255627813906,-0.4774887443721861,0.023617860510286366,-0.028140414741082934
0.02301150575287644,-0.4769884942471236,0.054347494828901916,-0.015177097078676925
0.02351175587793897,-0.47648824412206103,0.04619209148878557,-0.00983674866823135
0.0240120060030015,-0.4759879939969985,0.035003734030393016,-0.009595733813142809
0.02451225612806403,-0.475487743871936,0.028689052576452115,-0.011132516835105584
0.02501250625312656,-0.47498749374687343,0.03452788881400855,-0.013328879312446492
0.025512756378189096,-0.4744872436218109,0.04682009921086863,-0.010140204807201063
0.026013006503251626,-0.4739869934967484,0.04581080805607505,-0.02792625736516815
0.026513256628314157,-0.47348674337168584,0.043405836458232136,-0.02375807465637761
0.027013506753376687,-0.47298649324662334,0.045906426711166,-0.024802513368409936
0.02751375687843922,-0.4724862431215608,0.0396610960829414,-0.02957934129506854
0.02801400700350175,-0.47198599299649824,0.0389563211561719,-0.017599673300395312
0.028514257128564282,-0.47148574287143574,0.044505318342182014,-0.026860519818869832
0.029014507253626812,-0.4709854927463732,0.0338272917919972,-0.02574035229266982
0.029514757378689346,-0.47048524262131064,0.036346477828444156,-0.02550145843631355
0.030015007503751877,-0.46998499249624814,0.039112462024662425,-0.02127679268244068
0.030515257628814407,-0.4694847423711856,0.05041907432892391,-0.032954709871955014
0.031015507753876938,-0.46898449224612304,0.044910749812581516,-0.014807992504975224
0.03151575787893947,-0.46848424212106055,0.05203968747072574,-0.02116107050851268
0.032016008004002,-0.467983991995998,0.04467658329369832,-0.009954116944456037
0.03251625812906453,-0.46748374187093544,0.04653677126027866,-0.0246961372649909
0.03301650825412707,-0.46698349174587295,0.0489412320850789,-0.00811033419508464
0.0335167583791896,-0.4664832416208104,0.03204825182131815,-0.026388390772740675
0.03401700850425213,-0.46598299149574784,0.04325511607917269,-0.03199428286155955
0.03451725862931466,-0.46548274137068535,0.023557569738878344,-0.018633858208154528
0.03501750875437719,-0.4649824912456228,0.037547473646013824,-0.03186543730562001
0.03551775887943972,-0.4644822411205603,0.028690079774270138,-0.020655489175634173
0.03601800900450225,-0.46398199099549775,0.041456219087849515,-0.040311595907044695
0.03651825912956478,-0.4634817408704352,0.03830724482845665,-0.0038966319399007243
0.03701850925462731,-0.4629814907453727,0.04229314455938519,-0.02671025824844555
0.03751875937968985,-0.46248124062031015,0.049652126158396516,-0.02764582031628573
0.03801900950475238,-0.4619809904952476,0.04373311913473455,-0.00892892876307947
0.03851925962981491,-0.4614807403701851,0.039740963022802965,-0.020734963277142606
0.03901950975487744,-0.46098049024512255,0.02812671088728131,-0.02382676536941134
0.03951975987993997,-0.46048024012006006,0.04148550292246139,-0.03439068120918499
0.0400200100050025,-0.4599799899949975,0.03233053506599069,-0.03791569303720689
0.04052026013006503,-0.45947973986993496,0.0357126612391426,-0.033673759473308716
0.04102051025512756,-0.45897948974487246,0.04451532662636518,-0.02802731506415845
0.0415207603801901,-0.4584792396198099,0.046222764694143784,-0.02765148267514132
0.04202101050525263,-0.45797898949474736,0.033884348095226904,-0.053897346183858996
0.04252126063031516,-0.45747873936968486,0.03231589893796126,-0.04661228092152961
0.04302151075537769,-0.4569784892446223,0.042550458186817935,-0.03260107789558824
0.04352176088044022,-0.45647823911955976,0.02981004283244109,-0.04503273726120097
0.04402201100550275,-0.45597798899449726,0.02691985407974428,-0.049709167545938245
0.04452226113056528,-0.4554777388694347,0.06178049626590454,-0.03768065165742055
0.04502251125562781,-0.45497748874437216,0.053291965159478746,-0.05586395106321422
0.04552276138069034,-0.45447723861930966,0.030709207854038426,-0.038973396423151695
0.04602301150575288,-0.4539769884942471,0.05917273197504901,-0.051993008013383676
0.04652326163081541,-0.45347673836918456,0.043477280421739185,-0.03489647221974534
0.04702351175587794,-0.45297648824412207,0.03708491105579139,-0.03921386161707733
0.04752376188094047,-0.4524762381190595,0.03831648918654604,-0.026159639551795365
0.048024012006003,-0.451975987993997,0.03559973178140717,-0.046706749165699675
0.04852426213106553,-0.45147573786893447,0.046595646304661745,-0.04172982147752164
0.04902451225612806,-0.4509754877438719,0.03662885430789659,-0.05174657596155707
0.04952476238119059,-0.4504752376188094,0.038946676916177994,-0.05261072984663566
0.05002501250625312,-0.44997498749374687,0.0405376203829803,-0.04674271668488525
0.05052526263131566,-0.4494747373686843,0.044280271952543415,-0.05166462099948044
0.05102551275637819,-0.4489744872436218,0.050776182244964614,-0.04815086037513926
0.05152576288144072,-0.44847423711855927,0.0218655679083385,-0.05125044508747588
0.05202601300650325,-0.4479739869934968,0.04563325744055814,-0.04443333073593955
0.05252626313156578,-0.4474737368684342,0.042025756366255114,-0.05352807781386238
0.05302651325662831,-0.4469734867433717,0.03733165059252129,-0.04194424088350781
0.053526763381690844,-0.4464732366183092,0.05851132207868999,-0.036455115009867804
0.054027013506753374,-0.4459729864932466,0.025965808767935535,-0.03972722989085061
0.054527263631815905,-0.4454727363681841,0.03468683686674259,-0.04132254238476972
0.05502751375687844,-0.4449724862431216,0.04580411342388483,-0.045260622647593764
0.05552776388194097,-0.444472236118059,0.046207282212332806,-0.052765757357616835
0.0560280140070035,-0.4439719859929965,0.03599052359364057,-0.04380043881674668
0.05652826413206603,-0.443471735867934,0.04135704119264674,-0.04470643997020503
0.057028514257128564,-0.44297148574287143,0.0463246644133786,-0.05817213374107827
0.057528764382191094,-0.4424712356178089,0.06097698514627756,-0.03927446598293257
0.058029014507253625,-0.4419709854927464,0.044512928907356065,-0.04119399676504448
0.058529264632316155,-0.44147073536768383,0.051926117094531175,-0.048458957496132805
0.05902951475737869,-0.4409704852426213,0.03637995749774345,-0.05652180467900561
0.05952976488244122,-0.4404702351175588,0.03694648832213987,-0.04594724214294582
0.060030015007503754,-0.43996998499249623,0.022506376501572684,-0.043469827364386704
0.060530265132566284,-0.43946973486743374,0.03659808557772447,-0.05279634531197313
0.061030515257628815,-0.4389694847423712,0.039065286546239135,-0.051023560581674766
0.061530765382691345,-0.43846923461730863,0.05091708951346051,-0.04194245767130286
0.062031015507753876,-0.43796898449224614,0.02718585821159649,-0.05472515332996695
0.06253126563281641,-0.4374687343671836,0.027391535882126783,-0.04244198449807289
0.06303151575787894,-0.4369684842421211,0.05480877336054157,-0.04557133449646888
0.06353176588294147,-0.43646823411705854,0.04219272445544378,-0.04351221717275736
0.064032016008004,-0.435967983991996,0.05018803394563118,-0.04433394500712973
0.06453226613306653,-0.4354677338669335,0.045224483892096136,-0.02722273742396195
0.06503251625812906,-0.43496748374187094,0.03560437528183592,-0.028621127345159453
0.0655327663831916,-0.4344672336168084,0.05002431901213713,-0.05459337909261419
0.06603301650825413,-0.4339669834917459,0.053586722567776114,-0.06568702248004653
0.06653326663331666,-0.43346673336668334,0.037984517034130805,-0.04972179427327825
0.0670335167583792,-0.4329664832416208,0.033656499957735106,-0.050796228460301025
0.06753376688344172,-0.4324662331165583,0.061690812575128096,-0.0561657435457362
0.06803401700850426,-0.43196598299149574,0.04855134339587555,-0.047670696804787256
0.06853426713356678,-0.4314657328664332,0.04549555443455286,-0.046605300779405355
0.06903451725862932,-0.4309654827413707,0.043941389198620714,-0.04467688321626409
0.06953476738369184,-0.43046523261630815,0.05646160408070381,-0.034122499102177996
0.07003501750875438,-0.4299649824912456,0.04777873541498496,-0.039272358033973775
0.07053526763381691,-0.4294647323661831,0.04403067047032285,-0.04743430897579772
0.07103551775887944,-0.42896448224112055,0.03718914322784444,-0.044990403452103644
0.07153576788394198,-0.428464232116058,0.042499988274189444,-0.035949718892413315
0.0720360180090045,-0.4279639819909955,0.04614555668360889,-0.04053255975602356
0.07253626813406704,-0.42746373186593295,0.042456354723167965,-0.030474862887157034
0.07303651825912956,-0.42696348174087045,0.051532870373012775,-0.042714194140728697
0.0735367683841921,-0.4264632316158079,0.045742480815007945,-0.03957366044587803
0.07403701850925462,-0.4259629814907454,0.04807927673338696,-0.027961689661326602
0.07453726863431716,-0.42546273136568286,0.03626333996607096,-0.0422440297545032
0.0750375187593797,-0.4249624812406203,0.03298141310897959,-0.03233766335478728
0.07553776888444222,-0.4244622311155578,0.05969150875255427,-0.04672381575770766
0.07603801900950476,-0.42396198099049526,0.04560343532198725,-0.033847408790885214
0.07653826913456728,-0.4234617308654327,0.04911621495068823,-0.041820468522625165
0.07703851925962982,-0.4229614807403702,0.04964776482810028,-0.03565628032513315
0.07753876938469234,-0.42246123061530766,0.04586615581163702,-0.0359333794041303
0.07803901950975488,-0.4219609804902451,0.05274747118127954,-0.02815015396639032
0.0785392696348174,-0.4214607303651826,0.03456491226647461,-0.02940264532250207
0.07903951975987994,-0.42096048024012006,0.04088292936782544,-0.02527299039362764
0.07953976988494248,-0.4204602301150575,0.044502790747117,-0.038428464569075615
0.080040020010005,-0.419959979989995,0.04485757308756793,-0.016041768221546345
0.08054027013506754,-0.41945972986493246,0.04807879655567788,-0.03106160916065387
0.08104052026013006,-0.4189594797398699,0.04954821069498733,-0.036032003204757086
0.0815407703851926,-0.4184592296148074,0.04288619852727735,-0.029773724406972995
0.08204102051025512,-0.41795897948974486,0.027280600258261185,-0.03934401068683317
0.08254127063531766,-0.4174587293646823,0.03392634969664593,-0.02101405189741251
0.0830415207603802,-0.4169584792396198,0.030302871155307855,-0.006787658431780454
0.08354177088544272,-0.41645822911455727,0.03990948411212589,-0.02896991461335515
0.08404202101050526,-0.4159579789894947,0.05004656440907727,-0.03098389267020108
0.08454227113556778,-0.4154577288644322,0.0371233590843788,-0.029204294898150244
0.08504252126063032,-0.41495747873936967,0.045177234991099574,-0.013648175745970976
0.08554277138569284,-0.41445722861430717,0.04100290424528256,-0.025146123922947364
0.08604302151075538,-0.4139569784892446,0.04322574415636408,-0.03077804518460269
0.0865432716358179,-0.4134567283641821,0.04553446854008564,-0.029296079762650466
0.08704352176088044,-0.4129564782391196,0.03739607269727559,-0.0007390516745433666
0.08754377188594298,-0.412456228114057,0.03740706603173065,-0.017930572080709445
0.0880440220110055,-0.4119559779889945,0.020254498848629492,-0.0032410719028751374
0.08854427213606804,-0.411455727863932,0.039698746644872246,-0.011287175907258588
0.08904452226113056,-0.4109554777388694,0.05894888929058949,-0.01752649615514749
0.0895447723861931,-0.41045522761380693,0.036694052133513386,-0.025347315474013362
0.09004502251125562,-0.4099549774887444,0.04238347809726544,-0.014917140897412126
0.09054527263631816,-0.4094547273636818,0.041037897312201956,-0.019822900856412546
0.09104552276138068,-0.40895447723861933,0.04478244151860533,-0.030005295904758436
0.09154577288644322,-0.4084542271135568,0.042476355691412546,-0.031170448269514893
0.09204602301150576,-0.4079539769884942,0.03266305233662051,-0.031079634063475598
0.09254627313656828,-0.40745372686343173,0.04302655421320351,-0.02790295785703225
0.09304652326163082,-0.4069534767383692,0.037045264606537606,-0.02777256031967515
0.09354677338669334,-0.40645322661330663,0.039121128743982145,-0.007985863661458637
0.09404702351175588,-0.40595297648824413,0.03656396900777719,-0.016164262977679388
0.0945472736368184,-0.4054527263631816,0.025669340420048946,-0.025155530912479913
0.09504752376188094,-0.40495247623811903,0.02997198186984598,-0.02627264714730705
0.09554777388694347,-0.40445222611305653,0.041388480320985944,-0.015745820884402323
0.096048024012006,-0.403951975987994,0.03946300914659912,0.0012650462942874093
0.09654827413706854,-0.40345172586293143,0.021865341378847596,-0.005151284089372604
0.09704852426213106,-0.40295147573786894,0.027603553266780365,-0.03161929090945247
0.0975487743871936,-0.4024512256128064,0.04533369363894843,-0.012519869261624402
0.09804902451225612,-0.4019509754877439,0.02929200850173687,-0.020255690726557626
0.09854927463731866,-0.40145072536268134,0.047943825396388105,-0.02389052486344233
0.09904952476238119,-0.40095047523761884,0.04272527143414319,-0.020299970021174746
0.09954977488744372,-0.4004502251125563,0.054895215217153674,-0.025759594963359268
0.10005002501250625,-0.39994997498749374,0.05187141004704266,-0.0034898528491299624
0.10055027513756878,-0.39944972486243124,0.045167432268335674,-0.019540095052546298
0.10105052526263132,-0.3989494747373687,0.03742407220113972,-0.022710232350910877
0.10155077538769385,-0.39844922461230614,0.05034850441511535,-0.016567851578328154
0.10205102551275638,-0.39794897448724365,0.04658346754039981,-0.002222526034944383
0.1025512756378189,-0.3974487243621811,0.048630058645220645,-0.031601342015813834
0.10305152576288144,-0.39694847423711854,0.0444668252830988,-0.025575124737702036
0.10355177588794397,-0.39644822411205605,0.032350163814455504,-0.011762746187417926
0.1040520260130065,-0.3959479739869935,0.04346539574468764,-0.03054926384041698
0.10455227613806903,-0.39544772386193094,0.04684581174424648,-0.028024390624268765
0.10505252626313157,-0.39494747373686845,0.03730260746605313,-0.024752371483590316
0.1055527763881941,-0.3944472236118059,0.043190866783422495,-0.020798887783217822
0.10605302651325663,-0.39394697348674335,0.04562761438452472,-0.011623192587794238
0.10655327663831916,-0.39344672336168085,0.046999624195540206,-0.029179578093542873
0.10705352676338169,-0.3929464732366183,0.050096887797218236,-0.023928303489943643
0.10755377688844422,-0.39244622311155575,0.04121882247352576,-0.017901230955201908
0.10805402701350675,-0.39194597298649325,0.044600566890022016,-0.02153417828341749
0.10855427713856929,-0.3914457228614307,0.04928890802596374,-0.029738851885051557
0.10905452726363181,-0.3909454727363682,0.04364556750881156,-0.013346140949877305
0.10955477738869435,-0.39044522261130565,0.05732624197849683,-0.016302568694383665
0.11005502751375688,-0.3899449724862431,0.039226602859428784,-0.035435944046516336
0.11055527763881941,-0.3894447223611806,0.044029262194250685,-0.026947223312078914
0.11105552776388194,-0.38894447223611806,0.025777825083457096,-0.03745597693523437
0.11155577788894447,-0.38844422211105556,0.034643551389908725,-0.01805523719363324
0.112056028014007,-0.387943971985993,0.04230179146547708,-0.04165995434788105
0.11255627813906953,-0.38744372186093046,0.03504752683135079,-0.0207545470805374
0.11305652826413207,-0.38694347173586796,0.04022975893155588,-0.047796767814366085
0.1135567783891946,-0.3864432216108054,0.033395715192247835,-0.04026033501668985
0.11405702851425713,-0.38594297148574286,0.028865655314815428,-0.047371598228092754
0.11455727863931967,-0.38544272136068036,0.055838708632046055,-0.02712881926104905
0.11505752876438219,-0.3849424712356178,0.03517409365512912,-0.02629068484575091
0.11555777888944473,-0.38444222111055526,0.043104158525925404,-0.031105719159788582
0.11605802901450725,-0.38394197098549276,0.03523022064240888,-0.04659280090050263
0.11655827913956979,-0.3834417208604302,0.04028409698328206,-0.01268758370953102
0.11705852926463231,-0.38294147073536766,0.03196300233698384,-0.034440289618169806
0.11755877938969485,-0.38244122061030517,0.038933830244744054,-0.03644311008075051
0.11805902951475739,-0.3819409704852426,0.03859826191970198,-0.026707045210373426
0.11855927963981991,-0.38144072036018006,0.03786896562553887,-0.020567311478797222
0.11905952976488245,-0.38094047023511757,0.032016487224153733,-0.04220015091085903
0.11955977988994497,-0.380440220110055,0.04973845905464728,-0.03278892943576521
0.12006003001500751,-0.37993996998499246,0.04136417661996521,-0.03887435853695931
0.12056028014007003,-0.37943971985992997,0.048477235297611,-0.06442557904679683
0.12106053026513257,-0.3789394697348674,0.041596294031939075,-0.042084663343623104
0.12156078039019509,-0.3784392196098049,0.039353244814978254,-0.04623507847809222
0.12206103051525763,-0.37793896948474237,0.03850175901908642,-0.04945918629682166
0.12256128064032017,-0.3774387193596798,0.04999158124649116,-0.03803014224127091
0.12306153076538269,-0.3769384692346173,0.048619706383870004,-0.0588873141157506
0.12356178089044523,-0.3764382191095548,0.04425124189595721,-0.044540055725771514
0.12406203101550775,-0.3759379689844923,0.04527091684040182,-0.05210306216415109
0.12456228114057029,-0.3754377188594297,0.049535787821144324,-0.0519240252545746
0.12506253126563283,-0.3749374687343672,0.049390071590460695,-0.053589071074451114
0.12556278139069535,-0.3744372186093047,0.046298285909197705,-0.05812585919043657
0.12606303151575787,-0.3739369684842421,0.040332485819187094,-0.04457314759591504
0.1265632816408204,-0.3734367183591796,0.033157404951846575,-0.05345597989351414
0.12706353176588295,-0.3729364682341171,0.035682711463101986,-0.04119380819842463
0.12756378189094547,-0.37243621810905453,0.04921999241398318,-0.06283910638570898
0.128064032016008,-0.371935967983992,0.029191879985901503,-0.041374956230734006
0.12856428214107055,-0.3714357178589295,0.04396375558253378,-0.05479799893046704
0.12906453226613307,-0.37093546773386693,0.05007137615211085,-0.05107478738666451
0.1295647823911956,-0.3704352176088044,0.042442494224255764,-0.0655069837043304
0.13006503251625812,-0.3699349674837419,0.04907452209674266,-0.05089794716929895
0.13056528264132067,-0.36943471735867933,0.039721222147292436,-0.07083254866614318
0.1310655327663832,-0.3689344672336168,0.03611850833493812,-0.05430494743283463
0.13156578289144572,-0.3684342171085543,0.024891619221871823,-0.0512586789865401
0.13206603301650827,-0.36793396698349173,0.049842795096255596,-0.055324462101575926
